id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price
26801,"Lenovo 20L9001AUS Thinkpad T580 20L9 15.6"" Notebook - Windows - Intel Core i7 1.9 GHz - 16 GB RAM - 512 GB SSD, Black",Lenovo,Lenovo ThinkPad T580,15.6,1920,1080,Matte,1,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Pro,16,512,512,4.29,1217.32,1529.98
28483,"HP Envy X360, 15.6"" FHD IPS Touchscreen, 2019 Flagship 2 in 1 Laptop, AMD Quad-Core Ryzen 5 2500U(>i7-7500U), 8GB DDR4, 256GB PCle SSD, AMD Radeon Vega 8 802.11ac Backlit Keyboard Windows Ink Win 10",HP,HP Envy x360 15-cp0053cl,15.6,1920,1080,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,4.49,659.99,678.00
28806,"Asus ZenBook 15 Ultra-Slim Laptop 15.6â€ FHD NanoEdge Bezel, Intel Core i7-8565U, 16GB RAM, 1TB PCIe SSD, GeForce GTX 1650, Innovative Screenpad 2.0, Windows 10 Pro, UX534FT-DB77, Royal Blue",Asus,Asus ZenBook UX534FT,15.6,1920,1080,Glossy,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1650 Max-Q,Windows,Windows 10 Pro,16,1000,1000,3.68,1399.99,1399.99
24844,"ASUS ZenBook 13 UX331UA Ultra-Slim Laptop 13.3â€ Full HD WideView display, 8th gen Intel Core i7-8550U Processor, 8GB LPDDR3, 256GB SSD, Windows 10, Backlit keyboard, Fingerprint, Icicle Gold",Asus,Asus ZenBook UX331UA,13.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,2.5,849.00,849.00
28640,"Lenovo Flex 14 2-in-1 Convertible Laptop, 14 Inch FHD Touchscreen Display, AMD Ryzen 5 3500U Processor, 12GB DDR4 RAM, 256GB NVMe SSD, Windows 10, 81SS000DUS, Black, Pen Included",Lenovo,Lenovo Flex 14,14,1920,1080,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 3500U 2.1 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,12,256,256,3.64,528.48,537.95
17022,"Lenovo Thinkpad T430 Built Business Laptop Computer (Intel Dual Core i5 Up to 3.3 Ghz Processor, 8GB Memory, 320GB HDD, Webcam, DVD, Windows 10 Professional) (Renewed)",Lenovo,Lenovo Thinkpad T430,14,1366,768,Matte,0,Intel Core i5,Intel Core i5-3320M 2.6 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0,0,Intel HD 4000,Windows,Windows 10,8,0,320,3.94,196.00,224.95
28639,"New Apple MacBook Air (13-inch, 8GB RAM, 128GB Storage) - Space Gray",Apple,Apple MacBook Air 2019,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8210Y 1.6 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0,0,Intel UHD 617,macOS,macOS Mojave,8,128,128,2.75,899.99,999.99
8282,"ASUS ZenBook UX305CA-EHM1 Laptop (Windows 10, Intel Core M3-6Y30, 13.3"" LED-lit Screen, Storage: 256 GB, RAM: 8 GB) Obsidian Stone (Aluminum)",Asus,Asus ZenBook UX305CA-EHM1,13.3,1920,1080,Matte,0,Intel Core m3,Intel Core m3-6Y30 0.9 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0,0,Intel HD,Windows,Windows 10,8,256,256,2.65,899.99,999.11
19313,"ASUS Chromebook Flip C101PA-DB02 10.1inch Rockchip RK3399 Quad-Core Processor 2.0GHz, 4GB Memory,16GB, All Metal Body,Lightweight, USB Type-C, Google Play Store Ready to run Android apps, Touchscreen",Asus,Asus Chromebook Flip C101PA,10.1,1280,800,Glossy,1,Rockchip,"Rockchip RK3399 1.6 GHz (Dual ARM Cortex-A72, Quad Cortex-A53)",0,0,Mali-T860 MP4,Chrome OS,Chrome OS,4,16,16,2,230.00,241.00
26586,"ASUS ROG Zephyrus S Ultra Slim Gaming Laptop, 15.6â€ 144Hz IPS Type FHD, GeForce RTX 2070, Intel Core i7-8750H, 16GB DDR4, 512GB PCIe NVMe SSD, Aura Sync RGB, Windows 10 64-bit, GX531GW-AS76 .62â€ Thin",Asus,Asus ROG Zephyrus S GX531GW,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2070 Max-Q,Windows,Windows 10 Home,16,512,512,4.63,1699.99,1926.26
28043,"Lenovo Ideapad Premium 15.6"" Laptop Notebook Computer 2019 New, AMD A9-9425 Up to 3.7GHz, 8GB RAM, 1TB HDD, DVD-RW, Wi-Fi, Bluetooth, Webcam, USB 3.0, HDMI, Windows 10 W/ 29.9 Value Accessories Bundle",Lenovo,Lenovo IdeaPad,15.6,1366,768,Matte,0,AMD A9,AMD A9-9425 3.1 GHz (7th gen Stoney Ridge Dual-Core),0,0,AMD Radeon R5,Windows,Windows 10 Home,8,0,1000,4.85,334.38,335.00
11940,"HP 15-F222WM 15.6"" Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor, 4GB Memory, 500GB Hard Drive, Windows 10)",HP,HP 15-f222wm,15.6,1366,768,Glossy,1,Intel Pentium,Intel Pentium N3540 2.16 GHz (Bay Trail Quad-Core),0,0,Intel HD,Windows,Windows 10,4,0,500,4.7,399.99,420.00
24017,"ASUS ZenBook Flip 14 UX461UN-DS74T Notebook (Windows 10 Home, Intel Core i7-8550U, 14"" LED-Lit Screen, Storage: 512 GB, RAM: 16 GB) Slate Grey",Asus,Asus ZenBook Flip UX461UN,14,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,16,512,512,3.3,1299.00,1349.00
19846,"Microsoft Surface Book 2 15"" (Intel Core i7, 16GB RAM, 512 GB)",Microsoft,Microsoft Surface Book 2,15,3240,2160,Glossy,1,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),1,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Pro,16,512,512,4.2,2054.45,2329.99
30291,"Acer Chromebook 11, Celeron N3350, 11.6"" HD, 4GB LPDDR4, 32GB eMMC, Google Chrome, C732-C6WU",Acer,Acer Chromebook C732,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0,0,Intel HD 500,Chrome OS,Chrome OS,4,32,32,2.98,145.99,160.50
24840,"ASUS ZenBook 13 Ultra-Slim Laptop 13.3"" FHD Display, Intel 8th gen Core i5-8250U, 8GB RAM, 256GB M.2 SSD, Win10, Backlit KB, FP, Icicle Gold, UX331UA-AS51",Asus,Asus ZenBook UX331UA,13.3,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,2.5,790.79,829.00
22862,"Huawei MateBook X Pro Signature Edition Thin & Light Laptop, 13.9"" 3K Touch, 8th Gen i5-8250U, 8 GB RAM, 256 GB SSD, 3:2 Aspect ratio, Office 365 Personal Included, Mystic Silver - Mach-W19B",Huawei,Huawei MateBook X Pro,13.9,3000,2000,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home Signature Edition,8,256,256,2.93,1259.99,1259.99
29206,"Omen by HP 2019 15-Inch Gaming Laptop, Intel i7-9750H Processor, GeForce RTX 2070 8 GB, 32 GB RAM, 512 GB SSD, VR Ready, Windows 10 Home (15-dc1047nr, Black)",HP,HP OMEN 15-dc1047nr,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,32,512,512,5.11,1199.99,1599.99
24433,"2018 Acer 15.6"" HD WLED Chromebook 15 with 3X Faster WiFi Laptop Computer, Intel Celeron Core N3060 up to 2.48GHz, 4GB RAM, 16GB eMMC, 802.11ac WiFi, Bluetooth 4.2, USB 3.0, HDMI, Chrome OS",Acer,Acer Chromebook CB3-532,15.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,4.3,200.00,200.98
22145,"Asus ROG Strix Thin and Light Gaming Laptop, 15â€ Full HD, Intel Core i7-7700HQ Processor, 16GB DDR4 RAM, 256GB SSD + 1TB HDD, GeForce GTX 1050 4GB, RGB, Windows 10 Home - GL503VD-DB74",Asus,Asus ROG Strix GL503,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,16,256,1256,5.6,1499.98,1499.98
18833,"Dell Inspiron 15.6"" Display Laptop PC Intel i5-7200U Processor 256GB SSD DVD-RW HDMI 802.11ac Webcam Bluetooth Windows 10-Gray (8GB RAM | 256GB SSD)",Dell,Dell Inspiron 5000,15.6,1366,768,Matte,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,8,256,256,5.2,450.00,457.99
16473,Dell Latitude E7470 Business Ultrabook 14 Inch Full HD 1080p Intel 6th Gen i5-6300U 8GB DDR4 256GB SSD Windows 10 Pro,Dell,Dell Latitude (E7470),14,1920,1080,Matte,0,Intel Core i5,Intel Core i5-6300U 2.4 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0,0,Intel HD 520,Windows,Windows 10,8,256,256,3.32,940.00,949.95
29634,"Razer Blade Stealth 13 Ultrabook Gaming Laptop: Intel Core i7-1065G7 4 Core, NVIDIA GeForce GTX 1650 Max-Q, 13.3"" FHD 1080p 60Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, Black",Razer,Razer Blade Stealth 13,13.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-1065G7 1.3 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,512,512,3.13,1499.99,1799.99
7418,"(Discontinued) HP Stream 11.6-Inch Laptop (Intel Celeron, 2 GB RAM, 32 GB SSD, Violet Purple) with Office 365 Personal for One Year",HP,HP Stream 11,11.6,1366,768,Matte,0,Intel Celeron,,0,0,Intel HD,Windows,Windows 10,2,32,32,2.6,164.99,169.99
22561,"2018 Newest Lenovo Business Flagship Laptop 15.6"" Anti-Glare Touchscreen, Intel 8th Gen i7-8550U Quad-Core Processor, 12GB DDR4 RAM, 1TB HDD, DVD-RW, Webcam, HDMI, Dolby Audio, 802.11ac, Windows 10",Lenovo,Lenovo IdeaPad 320,15.6,1366,768,Matte,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.84,618.00,630.00
25589,"2018 Dell Inspiron 15 5000 Flagship Premium 15.6"" Full HD Touchscreen Backlit Keyboard Laptop, Intel Core i5-8250U Quad-Core, 12GB DDR4, 1TB HDD, DVD-RW, Bluetooth 4.2, Windows 10, Black",Dell,Dell Inspiron 5000,15.6,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,12,0,1000,4.8,616.00,629.00
26809,"Acer Swift 13.3"" Full HD Intel Quad Core N4200 2.5GHz 4GB 64GB eMMC Webcam Bluetooth Fingerprint Reader Windows 10 Pure Silver",Acer,Acer Swift 1 SF113-31,13.3,1920,1080,Matte,0,Intel Pentium,Intel Pentium N4200 1.1 GHz (Apollo Lake Quad-Core),0,0,Intel HD 505,Windows,Windows 10 Home,4,64,64,2.87,265.99,265.99
26096,"Razer Blade 15 Gaming Laptop: Intel Core i7-8750H 6 Core, NVIDIA GeForce RTX 2080 Max-Q, 15.6"" FHD 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3",Razer,Razer Blade 15,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2080 Max-Q,Windows,Windows 10 Home,16,512,512,4.63,2299.99,2499.99
30292,"New Apple MacBook Air (13-inch, 8GB RAM, 256GB Storage) - Space Gray",Apple,Apple MacBook Air 2019,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8210Y 1.6 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0,0,Intel UHD 617,macOS,macOS Mojave,8,256,256,2.75,1099.00,1232.00
6685,"Alienware FHD ANW17-6429SLV 17.3-Inch Gaming Laptop (Intel Core i7 4710HQ, 16 GB RAM, 1 TB HDD, 128 GB SSD, Windows 8) Silver and Black",Alienware,Alienware 17 ANW17-6429SLV,17.3,1920,1080,matte,0,Intel Core i7,Intel Core i7-4710HQ 2.5 Ghz (4th gen Haswell Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 980M,Windows,Windows 8.1,16,128,1128,8.3,1899.00,2045.00
20958,"Dell - Inspiron 15.6"" Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - Black",Dell,Dell Inspiron,15.6,1366,768,Glossy,0,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,4.85,362.00,389.00
29626,"New Apple MacBook Air (13-inch, 8GB RAM, 128GB Storage) - Gold",Apple,Apple MacBook Air 2019,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8210Y 1.6 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0,0,Intel UHD 617,macOS,macOS Mojave,8,128,128,2.75,899.00,899.99
11675,"Lenovo ThinkPad P50 20EN0013US 15.6"" Laptop - Intel Core i7-6700HQ (4core 2.60 GHz), 8GB RAM, 500GB Hard Drive, NVIDIA Quadro M1000M 2GB",Lenovo,Lenovo ThinkPad P50 20EN0013US,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-6700HQ 2.6 GHz (6th gen Skylake Quad-Core with Hyper-Threading),0,1,NVIDIA Quadro M1000M,Windows,Windows 7,8,0,500,5.6,1419.99,1419.99
30754,Google Pixelbook Go M3 Chromebook 8GB/64GB Just Black,Google,Google Pixelbook Go,13.3,1920,1080,Glossy,1,Intel Core m3,Intel Core m3-8100Y 1.1 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0,0,Intel UHD 615,Chrome OS,Chrome OS,8,64,64,2.3,642.49,649.00
26775,"HP 2-in-1 12.3"" Touch-Screen Chromebook Intel Core M - 4GB Memory - 32GB eMMC Flash Memory (X2 12-F014D) White - New",HP,HP Chromebook x2 12-f014dx,12.3,2400,1600,Glossy,1,Intel Core m3,Intel Core m3-7Y30 1.0 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),1,0,Intel HD 615,Chrome OS,Chrome OS,4,32,32,3.06,499.99,541.99
20505,"2017 HP Pavilion Business Flagship Laptop PC 15.6"" Full HD IPS WLED-backlit Display Intel i7-7500U Processor 12GB DDR4 Memory 1TB HDD Backlit-Keyboard Bluetooth Webcam B&O Audio Windows 10-Gray",HP,HP Pavilion 15-cc563st,15.6,1920,1080,Glossy,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,12,0,1000,4.19,749.99,749.99
8545,"Lenovo Flex 3-1130  2 in 1 Touch-Screen Laptop 11.6"" (Intel Celeron N3050 1.60 / 2.16GHz, 4GB Memory, 500GB Hard Drive, Black)",Lenovo,Lenovo Flex 3,11.6,1366,768,Glossy,1,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0,0,Intel HD,Windows,Windows 10,4,0,500,3,360.00,360.00
8536,"Lenovo Thinkpad Yoga 2-in-1 Convertible 11.6-inch IPS Touchscreen Laptop(Tablet), Intel Quad Core Processor, 4GB DDR3L, 128GB SSD, HDMI, Bluetooth, Webcam, AC Wifi, Windows 10 Professional",Lenovo,Lenovo Thinkpad Yoga 20D90027US,11.6,1366,768,Glossy,1,Intel Celeron,Intel Celeron N2940 1.83 GHz (Bay Trail Quad-Core),0,0,Intel HD,Windows,Windows 10,4,128,128,3.1,445.00,445.00
23417,Lenovo Flex 11 Chromebook 11.6-Inch HD IPS Touch Panel (1366x768) MTK 8173c 4GB 32GB Chrome - ZA270025US,Lenovo,Lenovo Flex 11 Chromebook,11.6,1366,768,Matte,1,MediaTek,MediaTek MT8173C 2.1 GHz (Quad-Core),0,0,PowerVR GX6250,Chrome OS,Chrome OS,4,32,32,3,368.00,368.00
29628,"Sager NP7856 15.6 Inches Thin Bezel FHD IPS 144Hz Gaming Laptop, Intel Core i7-9750H, RTX 2060 6GB DDR6, 16GB RAM, 500GB NVMe SSD + 1TB HDD, Windows 10 Home",Other,Sager NP7856,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,500,1500,5,1349.00,1349.00
29409,HP 15.6in Laptop Intel 4000 2.60GHz 4GB 500GB DVDRW HDMI Bluetooth Windows 10 (Renewed),HP,HP 15-bs212wm,15.6,1366,768,Glossy,0,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0,0,Intel UHD 600,Windows,Windows 10 Home,4,0,500,4.5,194.99,227.98
23244,"HP EliteBook 745 G5 14"" LCD Notebook - AMD Ryzen 7 2700U Quad-core (4 Core) 2.20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10",HP,HP EliteBook 745 G5,14,1920,1080,Matte,0,AMD Ryzen 7,AMD Ryzen 7 2700U 2.2 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 10,Windows,Windows 10 Pro,8,256,256,3.27,623.65,655.89
28982,"Dell Inspiron 15 5000, 2019 Flagship 15.6Â FHD TouchscreenÂ Laptop, Intel 4-Core i5-8265U, 12G RAM, 16GB Optane Memory, 1TB HDD, BT4.1 Backlit Keyboard Fingerprint Reader MaxxAudioÂ Win 10",Dell,Dell Inspiron 5584,15.6,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.3,596.00,619.00
26137,"2018 Lenovo Business Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i7-8550U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",Lenovo,Lenovo,15.6,1366,768,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.83,689.00,689.00
11092,"Acer Cloudbook 14, 14-inch, Celeron N3050, Win 10, Office 365 Personal-1 year, 2GB DDR3L, 32GB, AO1-431-C3TM",Acer,Acer Aspire One Cloudbook AO1-431-C3TM,14,1366,768,Matte,0,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0,0,Intel HD,Windows,Windows 10,2,32,32,3.53,229.99,229.99
11539,"Lenovo Premium Built High Performance 15.6 inch HD Laptop (Intel Celeron Processor 4GB RAM 500GB HDD, DVD RW, Bluetooth, Webcam, WiFi, HDMI, Windows 10 ) - Black",Lenovo,Lenovo IdeaPad 100,15.6,1366,768,,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Windows,Windows 10,4,0,500,4.31,309.99,309.99
18512,"Apple MacBook Air (13-inch, 8GB RAM, 128GB SSD Storage) - Silver",Apple,Apple MacBook Air 2017 (MQD32LL/A),13.3,1440,900,Glossy,0,Intel Core i5,Intel Core i5-5350U 1.8 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0,0,Intel HD 6000,macOS,macOS Sierra,8,128,128,2.96,749.99,749.99
14445,"Dell Inspiron 14"" High Performance Laptop PC Intel Celeron Processor 2GB Memory 32GB hard drive HDMI Bluetooth WIFI Webcam MaxxAudio Window 10-Black",Dell,Dell Inspiron 14,14,1366,768,Glossy,0,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0,0,Intel HD,Windows,Windows 10,2,32,32,3.9,249.99,249.99
27250,"Lenovo Legion Y7000 Gaming Laptop, 15.6"" FHD IPS Anti-Glare Laptop (Intel Core i7-8750H Processor, Nvidia GTX 1060, 16 GB DDR4, 1 TB HDD + 128 GB PCIe SSD, Windows 10 Home) 81LF0001US, Black",Lenovo,Lenovo Legion Y7000,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,128,1128,5.17,1129.00,1129.00
30516,"MSI GF75 Thin 9SC-278 17.3"" 120Hz FHD Gaming Laptop, Intel Core i7-9750H, NVIDIA GTX 1650, 16GB, 512GB Nvme SSD, Win10",MSI,MSI GF75 Thin 9SC,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,512,512,4.85,899.99,1022.00
17746,HP 15.6 Inch HD High Performance Laptop PC | AMD A6-7310 | AMD Radeon R4 | 8GB RAM | 500GB HDD | DVD RW | WIFI | Webcam | Ethernet | Windows 10 | Black,HP,HP 15,15.6,1366,768,Glossy,0,AMD A6,AMD A6-7310 2.0 GHz (Puma+ Quad-Core),0,0,AMD Radeon R4,Windows,Windows 10,8,0,500,4.74,499.00,499.00
21222,"Dell Latitude E7440 14.1in HD Business Laptop Computer, Intel Core i5-4200U up to 2.6GHz, 8GB RAM, 128GB SSD, USB 3.0, Bluetooth 4.0, HDMI, WiFi, Windows 10 Professional (Renewed)",Dell,Dell Latitude E7440,14,1366,768,Matte,0,Intel Core i5,Intel Core i5-4200U 1.6 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0,0,Intel HD 4400,Windows,Windows 10 Pro,8,128,128,3.7,226.00,243.00
29844,"Lenovo 100E Chromebook 2ND Gen Laptop, 11.6"" HD (1366 X 768) Display, MediaTek MT8173C Processor, 4GB LPDDR3 RAM, 16GB eMMC TLC SSD, Powervr GX6250, Chrome OS, 81QB000AUS, Black",Lenovo,Lenovo 100e Chromebook (2nd Generation),11.6,1366,768,Matte,0,MediaTek,MediaTek MT8173C 2.1 GHz (Quad-Core),0,0,Imagination PowerVR GX6250,Chrome OS,Chrome OS,4,16,16,2.68,119.98,125.90
26097,"LG gram Thin and Light Laptop - 17""  (2560 x 1600) IPS Display, Intel 8th Gen Core i7, 16GB RAM, 512GB SSD, up to 19.5 Hour Battery, Thunderbolt 3 - 17Z990-R.AAS8U1 (2019), Dark Silver",LG,LG gram,17,2560,1600,Glossy,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,16,512,512,2.95,1344.00,1479.00
18829,"ASUS VivoBook F510UA 15.6â€ Full HD Nanoedge Laptop, Intel Core i5-8250U Processor, 8GB DDR4 RAM, 1TB HDD, USB-C, Fingerprint, Windows 10 Home - F510UA-AH51, Star Gray",Asus,Asus VivoBook F510UA,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,1000,3.7,799.99,799.99
6758,"Dell Latitude E6420 14.1-Inch Laptop (Intel Core i5 2.5GHz with 3.2G Turbo Frequency, 4G RAM, 128G SSD, Windows 10 Professional 64-bit) (Renewed)",Dell,Dell Latitude E6420,14,1366,768,matte,0,Intel Core i5,,,0,Intel HD 3000,,,4,128,128,4.56,175.99,189.97
9938,"ASUS C300SA-DS02 Chromebook 13.3"" HD (1366768) with 16GB Storage & 4GB RAM (Black)",Asus,Asus C300SA,13.3,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,2.98,229.99,229.99
9056,"HP Chromebook 11 G4 11.6 Inch Laptop (Intel N2840 Dual-Core, 2GB RAM, 16GB Flash SSD, Chrome OS), Black",HP,HP Chromebook 11 G4,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0,0,Intel HD,Chrome OS,Chrome OS,2,16,16,2.83,178.85,178.85
28642,"New Lenovo 130S 11.6"" HD Laptop, Intel Celeron (2 core) N4000 1.1GHz up to 2.6GHz, 4GB Memory, 64GB SSD, Webcam, Bluetooth, HDMI, USB 3.1, Windows 10, Office 365 Personal 1-Year Included",Lenovo,Lenovo IdeaPad 130S,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0,0,Intel UHD 600,Windows,Windows 10 Home,4,64,64,2.54,189.05,209.88
28975,"2018 Flagship Dell Inspiron 11.6"" HDÂ Chromebook, Intel Dual-Core Celeron N3060 up to 2.48GHz, 4GBÂ RAM 16GB SSD HDMI USB BluetoothÂ 802.11ac HD Webcam Chrome OS",Dell,Dell Chromebook,11.6,1366,768,,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,3.09,140.00,156.99
26956,"Asus Chromebook Flip C434 2 In 1 Laptop, 14"" Touchscreen FHD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 4GB RAM, 64GB eMMC Storage, All-Metal Body, Backlit KB, Silver, Chrome OS, C434TA-DSM4T",Asus,Asus Chromebook Flip C434TA,14,1920,1080,Glossy,1,Intel Core m3,Intel Core m3-8100Y 1.1 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0,0,Intel UHD 615,Chrome OS,Chrome OS,4,64,64,3.19,482.90,489.79
